"00708","몸을 잘 조섭했어요","I took good care of my health"
"00709","문단의 원로로 대접받아","I am treated as an elder of the literary world"
"00710","고무장갑을 끼고 빨래했어요","I did the laundry wearing rubber gloves"
"00711","박물관 소장 문화유산","Cultural heritage held by the museum."
"00712","기묘하게 생긴 바위","A bizarre-looking rock."
"00713","신체적인 불안을 호소했어","I complained of physical anxiety"
"00714","한참 동안 기다렸어요","I waited for a long time."
"00715","문고리를 걸어 잠갔어요","I latched the doorknob."
"00717","무광으로 처리한 안경테","Matte-finished eyeglass frames."
"00718","요건 어떻게 할까?","What should we do about this?"
"00719","그이는 어디서 온 사람입니까?","Where is he from?"
"00720","수분을 다량으로 함유했어요","It contained a large amount of moisture."
"00721","식사 습관과 비만의 관련성","The relationship between eating habits and obesity."
"00722","유행의 최첨단을 걸어요","I stay at the cutting edge of trends."
"00723","위대한 업적을 남긴 위인","A great figure who left great achievements."
"00724","새벽을 알리는 닭 울음소리","The rooster's crow announcing dawn."
"00725","총장 선임은 이사회의 권한이야","Selecting the president is the board's authority."
"00726","열쇠를 끼워 넣었어","I inserted the key."
"00727","시험이 코밑으로 다가왔어요","The exam came right up."
"00728","감정의 미묘한 변화","Subtle changes in emotion."
"00732","직진으로 곧게 뻗어 있는 길","A road stretching straight ahead."
"00733","자칫 잘못하면 큰일 나요","If you're not careful, it's big trouble."
"00735","마약류 투약 단속","Crackdown on drug use."
"00736","성적이 상위권에 들었어","My grades landed in the top tier."
"00737","기술자를 양성하는 학원","An academy that trains technicians."
"00738","시청자를 많이 확보해","I secure a lot of viewers."
"00739","그는 동료들과 친밀하게 지내","He gets along closely with his colleagues."
"00740","양육 부담을 덜었어요","I eased the burden of childcare."
"00741","은행 대출에 필요한 서류","Documents required for a bank loan."
"00742","나는 요새 돈이 아쉬웠어","I was tight on money lately."
"00743","한 수만 물러 주게","Give me just one move."
"00744","평생을 절약하여 큰돈을 모았어요","I saved all my life and amassed a large sum."
"00745","그사이 왜 안 오셨어요?","Why didn't you come in the meantime?"
"00746","드라마 프로그램 제작사","Drama program production company."
"00747","끼니를 간신히 잇습니다","I barely scrape by for meals."
"00748","그들은 손잡고 학교에 갔어요","They went to school holding hands."
"00749","안보 전략을 세워요","I devise a security strategy."
"00750","예능 감각을 길렀어","I honed my entertainment sense."
"00751","농수산물 가격 표시판","Price board for agricultural and marine products."
"00752","병이 씻은 듯이 나아요","The illness clears up completely."
"00753","낚싯대를 거두고 일어나","I put away the fishing rod and get up."
"00754","광복절 특별 사면으로 출소했어요","I was released under the Liberation Day special pardon."
"00755","전국적 규모의 대회","A nationwide tournament."
"00756","평화로운 전원의 풍경","A peaceful rural landscape."
"00757","새로 초빙된 강사는 유능했어요","The newly invited lecturer was capable."
"00758","병인의 시중을 들었어","I attended to the sick person."
"00759","그따위 짓거리 당장 그만두어라","Stop that kind of nonsense right now."
"00760","디지털 텔레비전의 전송 방식","Digital television transmission method."
"00761","무리로 송편을 빚어","We make songpyeon in groups."
"00762","그녀의 말씨가 비단같이 부드러워요","Her manner of speech is as soft as silk."
"00763","생활 수준이 중상이었어","The standard of living was upper-middle."
"00764","바늘에 찔려 아파","It hurts from being pricked by a needle."
"00767","대회 역사상 최연소 우승자","The youngest champion in the tournament's history."
"00768","빨래가 빳빳하게 얼어요","The laundry freezes stiff."
"00769","그녀는 화분을 옥상으로 날랐어요","She carried the flowerpot up to the rooftop."
"00770","우표 모으는 취미","The hobby of collecting stamps."
"00771","어떤 자식이 그랬어?","Which punk did that?"
"00772","자동차가 끼익 멈춰","The car screeches to a halt."
"00774","현재 임신 3개월입니다","I am three months pregnant now."
"00775","황상의 뜻을 받들었어요","I obeyed the emperor's will."
"00776","북쪽 변방 오랑캐","Northern frontier barbarians."
"00777","나귀 등에 안장을 얹어요","I place a saddle on the donkey's back."
"00778","어묵으로 국을 끓여요","I make soup with fish cakes."
"00779","표주박으로 물을 떴어요","I drew water with a gourd ladle."
"00780","세간의 주목을 끌었어","It drew public attention."
"00781","대학에서 심리를 전공합니다","I major in psychology at university."
"00782","쟤는 덩치는 큰데 의외로 소심해","He's big but surprisingly timid."
"00783","외국인에게 잘 팔리는 상품","A product that sells well to foreigners."
"00784","책을 흥얼대는 소리","The sound of humming a book."
"00785","살다 보니 별소리를 다 듣겠군","You live long enough to hear all kinds of nonsense."
"00786","향후 대책을 논의했습니다","We discussed future measures."
"00787","낙엽이 물 위에 떠내려갔어요","The fallen leaves drifted on the water."
"00788","조율이 잘된 악기","A well-tuned instrument."
"00789","설득과 설명의 차이점","The difference between persuasion and explanation."
"00790","그의 말은 강압적으로 들렸어","His words sounded coercive."
"00791","세자가 빈을 맞아","The crown prince takes a consort."
"00792","공장과 사무의 자동화","Automation of factories and office work."
"00794","대주주의 지분을 매각했어","The major shareholder's stake was sold off."
"00795","농토를 자작으로 지었어","I farmed the land myself."
"00797","뒷일은 내가 책임지고 처리할게요","I'll take responsibility for the rest and handle it."
"00798","사랑하는 사람과 이별했습니다","I parted from the person I love."
"00799","산중에 묻혀 살았습니다","I lived secluded in the mountains."
"00801","수십 년 기업을 버렸어요","I abandoned the company after decades."
"00802","녹음 상태의 불량","Poor recording quality."
"00803","점유율 1위를 기록했어요","It recorded the top market share."
"00804","헛기침으로 목청을 가다듬었어","I cleared my throat with a little cough."
"00805","오늘의 특별한 요리","Today's special dish."
"00806","가내의 무사를 빌었어요","I prayed for the family's safety."
"00807","대부분이 인용으로 이루어진 글","A text made up mostly of quotations."
"00808","우물에서 물을 길었어요","I drew water from the well."
"00809","고추장에 밥을 비벼 먹어요","I mix rice with gochujang and eat it."
"00810","수익의 최대화를 꾀해요","I aim to maximize profits."
"00811","그 노래는 가사가 애절했어요","That song's lyrics were poignant."
"00812","사람들이 왜 저리하느냐?","Why are people like that?"
"00813","음성 신호의 전달","Transmission of audio signals."
"00814","그런 일은 불가능했어","That kind of thing was impossible."
"00816","국가의 안전을 도모합니다","We promote national security."
"00817","몽둥이를 휘둘러 겁을 줬어요","I scared them by swinging a club."
"00818","신을 믿어 주소서","Please believe in God."
"00819","우주의 생성과 소멸","The creation and destruction of the universe."
"00820","면학 분위기 조성","Creating a studious atmosphere."
"00821","구겨진 휴지 조각","A crumpled piece of tissue."
"00822","선거권 및 피선거권 박탈","Deprivation of voting and eligibility rights."
"00823","그의 정업은 투전이야","His occupation is gambling."
"00824","이왕 시작했으니 타이트하게 하자","Since we've started, let's do it tight."
"00825","음악에 맞추어 춤췄어","I danced to the music."
"00826","혼자서 깡패 조직에 대들었어요","I stood up to the gang alone."
"00827","하늘을 날아오르는 비행기","An airplane soaring in the sky."
"00828","유혈 사태가 빚어졌어","A bloody incident broke out."
"00829","술을 한 모금 마셔요","I take a sip of alcohol."
"00831","자네 어르신은 안녕하신가?","Are your elders well?"
"00832","뾰족 솟아 있는 지붕","A pointed roof jutting up."
"00833","대주주와 소액 주주","Major shareholders and minor shareholders."
"00834","선물로 받은 만년필을 애용해요","I cherish the fountain pen I got as a gift."
"00835","진실된 마음을 나눠","I share a sincere heart."
"00837","천재로 소문난 아이","A child known as a genius."
"00838","정치적 역풍을 맞았습니다","We faced a political backlash."
"00839","그는 군중 속을 빠져나왔어","He made his way out of the crowd."
"00840","유채꽃이 노랗게 피어","The canola flowers bloom yellow."
"00841","비에 씻겨 내려가","It gets washed down by the rain."
"00842","약국에서 감기약을 지어 먹었어","I got cold medicine prepared at the pharmacy and took it."
"00843","해일이 부두를 덮쳐","A tidal wave hits the pier."
"00844","가래떡을 썰어 떡국을 끓입니다","I slice garae-tteok and cook rice cake soup."
"00845","연합 전선을 폈어요","We formed a united front."
"00846","싫어하는 기색이 얼굴에 역연했습니다","The signs of dislike were evident on the face."
"00847","공연장을 가득 메운 관객들","Spectators filling the theater."
"00848","청소년 사건 전담 요원","Officers assigned exclusively to juvenile cases."
"00849","맘속으로만 생각하던 말","Words I only thought in my heart."
"00850","정정한 벌목 소리","The crisp sound of felling trees."
"00851","가뭄이 심해서 채솟값이 금값이었습니다","Because the drought was severe, vegetable prices were like gold."
"00852","겨울이 가고, 봄이 왔어","Winter passed, and spring came."
"00853","와, 정말 멋있다!","Wow, that's really cool!"
"00854","마계를 지키는 귀신","A ghost guarding the demon realm."
"00855","여론을 방패로 삼아","I use public opinion as a shield."
"00856","순수한 열정에서 비롯한 일","Something born of pure passion."
"00857","이지러진 그의 얼굴은 추악했습니다","His misshapen face was ugly"
"00860","이 자습서는 요약이 잘되어 있었어요","This self-study guide was well summarized"
"00861","닭을 닭장에 잡아넣어","I put the chicken into the coop"
"00863","재확인 과정을 거쳐","I go through the reconfirmation process"
"00864","당당 1위에 입상해","I win first place confidently"
"00865","튼튼하게 놓은 다리","A sturdily built bridge."
"00866","불법 주차를 적발했어요","I caught illegal parking"
"00867","끓인 물을 식혀","I cool the boiled water"
"00868","하루의 항해는 소득 없이 끝났어","The day's voyage ended without any gain"
"00869","문에 창호지를 덧붙입니다","I paste paper on the door"
"00870","마음의 장벽을 허물었어","I broke down the mental barrier"
"00871","작품을 다시 만들었어","I remade the work"
"00873","사장은 여사원들을 해고했어요","The boss fired the female employees"
"00874","여자 꽁무니를 쫓아다녀요","I chase after women"
"00875","경주, 부산 등지로 돌아다녔어요","I wandered around places like Gyeongju and Busan"
"00876","고난에 슬기롭게 대처했어","I dealt with hardships wisely"
"00877","고향에 계신 부모님이 그립습니다","I miss my parents back in my hometown"
"00878","고개를 약간 수그려","I lower my head slightly"
"00879","이상을 향한 열정","Passion for ideals."
"00880","앞을 내다보는 통찰력","Foresight."
"00881","시종 침묵으로 일관해","I consistently keep silent"
"00883","이 호수는 반주가 십 리나 돼","This lake's circumference is as much as ten ri"
"00884","좌석의 배정을 마쳐요","I finish assigning the seats"
"00885","유가 보상이 가능한 재활용품","Recyclables eligible for a deposit refund."
"00886","자물쇠에 열쇠를 꽂아요","I insert the key into the lock"
"00887","몸은 가빠도 속은 후련해요","Even though my body is short of breath, I feel refreshed inside"
"00888","날을 꼬박 새웠어요","I stayed up all night"
"00889","남의 말을 삐딱하게 받아들였습니다","I took others' words cynically"
"00890","땀 흡수가 가능한 헤어밴드","A sweat-absorbing headband."
"00891","청소년을 위한 철학 교실","A philosophy class for teenagers."
"00892","돌을 다듬어 조각을 만들었어","I trimmed the stone and made a sculpture"
"00893","밀가루를 가늘게 빻아요","I grind the flour finely"
"00894","관찰 결과를 빠짐없이 기록했어요","I recorded the observation results without missing any"
"00895","어깨를 드러내는 옷차림","An outfit that bares the shoulders."
"00896","견고한 제방을 쌓아","I build a sturdy embankment"
"00897","마음씨가 곱고 착해","The person's nature is gentle and kind"
"00898","사전 조치가 미흡합니다","The preliminary measures are insufficient"
"00899","혼자서는 다루기가 버거운 상대","An opponent that's hard to handle alone."
"00900","문제 해결의 관건을 쥐어요","I grasp the key to solving the problem"
"00901","무책임한 보도 난무","Irresponsible reporting is rampant."
"00902","성장기가 짧은 식물","A plant with a short growing season."
"00903","비싼 곡식을 팔아먹어요","I sell off the expensive grain"
"00905","목표 생산량 돌파","Surpassing the target output."
"00906","숯불에서 튀는 불똥","Sparks flying from a charcoal fire."
"00907","죽음의 경계선을 넘어","I cross the boundary of death"
"00908","당국에 수사를 요청해","I request an investigation from the authorities"
"00909","이 판국에 헛소리하게 생겼는가","At a time like this, do you think we can spout nonsense?"
"00910","실업 문제의 해소","Resolution of the unemployment problem."
"00912","다리에 하자가 너무 많았어","There were too many defects in the bridge"
"00913","거액의 계약금을 받았어요","I received a large contract deposit"
"00914","가정에 대한 남편의 무관심","The husband's indifference to the family."
"00915","앞날이 뻔히 보였어","The future was plainly visible"
"00916","내년 여름부터 사업에 착수했어","I began the business starting the following summer"
"00917","손톱으로 얼굴을 할퀴어요","I scratch the face with my fingernails"
"00918","누군가 그를 떠다밀어","Someone pushes him away"
"00919","음악에 조예가 깊어","I am well-versed in music"
"00920","평화적 정권 이양","Peaceful transfer of power."
"00921","껍질이 얇고 바삭한 옛날 통닭","Old-style whole chicken with thin, crispy skin."
"00923","현대 미술의 아버지","The father of modern art."
"00924","너 아침 먹었니?","Did you eat breakfast?"
"00925","낯선 지방으로 여행합니다","I travel to an unfamiliar region"
"00926","난로가 벌겋게 달아올라","The stove glows red hot"
"00927","가래에 피가 비쳤어요","There was blood in the phlegm"
"00929","예상이 그대로 들어맞아","The prediction matches exactly"
"00930","공터 부근을 배회합니다","I wander around the vacant lot"
"00931","닭을 우리 속에 집어넣어요","I put the chicken into the pen"
"00932","지목을 받쳐 놓았습니다","I propped up the land designation"
"00933","나도 너만치 먹었어요","I ate as much as you did"
"00934","나도 여력이 있어야 자네를 돕지","I need to have some leeway to help you, too."
"00935","그때 일은 똑똑히 기억했어요","I remembered that event clearly"
"00936","인체의 거부 반응","The body's rejection response."
"00937","소홀히 보아 넘겨요","I carelessly overlook it"
"00938","세수를 깨끗이 했어","I washed my face clean"
"00939","날씨가 무지 춥습니다","The weather is extremely cold"
"00940","그녀는 친정에 기류를 부탁했어","She asked her parents' household to read the situation"
"00941","간신히 여명을 부지합니다","I barely make it to dawn"
"00942","돼지띠면 나랑 동갑이네","If you're a Pig year, we're the same age."
"00943","제각기 한마디씩 했어","Each of them said a word"
"00944","증기 기관차의 몸체","The body of a steam locomotive."
"00945","문 앞에서 손님을 맞이합니다","I greet guests at the door"
"00946","횃불을 밝혀 들었습니다","I lit a torch and held it up"
"00947","남의 탓으로 돌려","I blame it on others"
"00948","나는 등이 간지러워 긁고 싶어","My back is itchy and I want to scratch"
"00949","반찬을 냉장고에 넣어 두었습니다","I put the side dishes in the refrigerator"
"00950","대법원에서 형을 확정했어","The Supreme Court confirmed the sentence"
"00951","사고가 날까 두려워요","I'm afraid there will be an accident"
"00952","경제적 안정을 되찾아요","I regain economic stability"
"00953","연장자에게 우선순위를 주었습니다","I gave priority to the elders"
"00955","그의 앞길은 탄탄해요","His future is solid"
"00956","침을 꿀꺽 삼켰어요","I swallowed my saliva"
"00957","알로록달로록 예쁜 치마","A pretty, colorful skirt."
"00958","설날 아침에 떡국을 끓였어요","I cooked tteokguk on New Year's morning"
"00960","저는 밥 한 그릇으로 충분해요","A bowl of rice is enough for me"
"00961","여태 그것밖에 못 했니?","Is that all you could do so far?"
"00962","차체는 멀쩡해도 엔진이 엉망입니다","The body is fine, but the engine is a mess"
"00963","과일로 술을 빚습니다","We brew alcohol with fruit."
"00964","새삼스러운 느낌이 들었어요","I felt a renewed sense."
"00965","국가의 주체는 국민이에요","The people are the sovereign of the nation."
"00966","그들은 소신대로 일했습니다","They worked according to their convictions."
"00967","미분양 물량이 늘어났어요","The volume of unsold units increased."
"00968","대문이 삐거덕거리며 열려","The front gate creaks open."
"00970","정치적 의도가 깔려 있어요","There is a political motive behind it."
"00971","판매자의 입장을 대변했어","I represented the seller's position."
"00972","비슷하게 세워진 기둥","Similar columns standing in a row."
"00973","전화 발신지 추적","Tracing the origin of a call."
"00975","형형색색의 문양을 넣었어요","I added patterns of many colors."
"00976","폭죽 터지는 소리가 요란했어","The sound of fireworks was loud."
"00977","공부할 시간이 줄어들어요","The time to study is decreasing."
"00979","시금치를 무쳐 먹었습니다","I ate seasoned spinach."
"00980","양팔을 번쩍 쳐들어요","I raise both arms high."
"00981","실전에 근사한 군사 훈련","Realistic military training for combat."
"00982","서 말 템이나 먹었습니다","I ate as much as three mal."
"00983","어린아이가 으앙 울었어요","The child cried waaah."
"00985","역량 있는 지도자","A capable leader."
"00986","일회용품의 사용을 규제해요","We regulate the use of disposable items."
"00987","오래 걸었더니 힘들어","I'm tired because I walked a long time."
"00988","전후의 비참을 겪었어","I went through the misery of the postwar period."
"00989","자로 쭉쭉 선을 그어요","I draw straight lines with a ruler."
"00990","유난히 반짝이는 별빛","Exceptionally sparkling starlight."
"00992","온갖 노력을 기울였어","I made every effort."
"00994","이왕의 일은 다 잊어버리자","Let's forget everything that's happened."
"00995","뇌에 손상을 입습니다","It causes damage to the brain."
"00996","보도를 따라 걸었습니다","I walked along the sidewalk."
"00997","추측과 다른 결과가 나왔어요","The outcome differed from our guess."
"00998","인내로 역경을 극복합니다","We overcome adversity through patience."
"00999","감기로 몸이 떨려","My body is shaking from a cold."
"01000","석연하지 않은 표정","An uneasy expression."
"01001","기자를 사칭한 사기꾼","A con artist posing as a reporter."
"01002","익사자 인양 작업","Recovery operations for drowning victims."
"01003","그는 몹시 난폭한 사람이에요","He is a very violent person."
"01004","줄 간격을 벌려요","I widen the line spacing."
"01005","목적지까지 무사히 가","I safely make it to the destination."
"01007","지금 당장은 괜찮았어","For the moment, it was fine."
"01008","괜한 부산을 떨어","I make a needless fuss."
"01009","실내에서 조용히 했어요","We stayed quiet indoors."
"01010","장관을 지낸 사람","Someone who served as a minister."
"01012","그는 빚 때문에 고생을 해요","He suffers because of debt."
"01013","친구 아버지 장례식장에 다녀왔어","I went to my friend's father's funeral hall."
"01014","예상이 실제와 꼭 맞아떨어져","The prediction matches reality perfectly."
"01015","식구들이 밥상에 둘러앉아","The family sits around the table."
"01016","비둘기를 평화의 상징으로 삼았어요","They made the dove a symbol of peace."
"01017","득점의 기회를 놓쳐","I miss a scoring chance."
"01018","싱그러운 꽃 냄새","The fresh scent of flowers."
"01019","이달의 선수에 선정돼요","I am selected as player of the month."
"01020","부부간에도 동심은 쉽지 않습니다","Even between spouses, childlike innocence isn't easy."
"01021","온라인 쇼핑 사업자","An online shopping business operator."
"01023","너 이따 나 좀 보자","See me a bit later."
"01025","형광등이 자주 껌뻑였어요","The fluorescent light flickered often."
"01026","근육이 불끈 솟았어","The muscles bulged."
"01027","주전자에 물을 끓여","I boil water in the kettle."
"01028","철봉에 매달려 턱걸이를 해요","I do pull-ups hanging from the bar."
"01029","자태가 아름다운 여인","A woman with a beautiful figure."
"01030","강도 행각을 벌입니다","They carry out robberies."
"01031","그는 걸핏하면 감정을 앞세웠어","He kept putting his emotions first at the slightest chance."
"01032","출산을 앞둔 산모","A pregnant woman about to give birth."
"01033","쌀통에 쌀을 담았습니다","I put rice into the rice bin."
"01034","강성 일변도의 외교 정책","A uniformly hardline foreign policy."
"01035","취기가 어린 말투","a tipsy tone of voice"
"01036","나는 지금 막 집에 도착해","I just got home."
"01037","갓 딴 대추를 제사상에 올려요","I place freshly picked jujubes on the memorial table."
"01038","원서 접수가 완료되었습니다","The application submission was completed."
"01039","소문이 금세 퍼져요","The rumor spreads quickly."
"01041","어지간하면 네가 참아라","If you can, you should just put up with it."
"01042","제동 거리가 짧습니다","The braking distance is short."
"01044","고함 소리가 들려왔어요","Shouting was heard."
"01045","홈으로 뛰고 있는 3루 주자","the runner on third base sprinting home"
"01046","너에게만 비밀을 가르쳐 주마","I'll tell you a secret, and only you."
"01047","그의 글은 간결하고 명료했어요","His writing was concise and clear."
"01048","큰비로 집이 침수돼요","The house gets flooded due to heavy rain."
"01049","육촌이면 가까운 친척입니다","A sixth cousin is a close relative."
"01050","여야 중진 회담이 성사돼요","A senior ruling-opposition meeting comes together."
"01051","주점에 들러 술을 한잔해요","I stop by a bar and have a drink."
"01052","남쪽을 향해 섰어요","I stood facing south."
"01053","이루어질 수 없는 사랑","a love that can never be fulfilled"
"01054","부족 국가의 제사장","the priest of a tribal nation"
"01055","가족의 안위를 돌봤어요","I looked after my family's well-being."
"01056","적군을 포로로 사로잡아","I capture enemy soldiers as prisoners."
"01057","제발, 그 시시한 얘기 관둬라","Please, cut out that trivial talk."
"01058","땀 흘려 농사짓는 농부","a farmer who toils in the fields"
"01059","쌀에 콩을 섞어 밥을 지었어요","I cooked rice mixed with beans."
"01060","심한 욕은 듣기 거북했습니다","Harsh insults were unpleasant to hear."
"01064","시장 경제 체제로의 이행 과정","the transition process to a market economy"
"01066","실종자의 생존 여부를 확인했습니다","We verified whether the missing person was alive."
"01067","남의 단처를 들어 이야기해요","I bring up someone else's flaws to talk."
"01068","무슨 꿍꿍이속이 있는 눈치였습니다","It seemed there was some ulterior motive."
"01069","성경에서 한 구절을 인용했어","I quoted a verse from the Bible."
"01070","동구 앞 정자나무","the zelkova tree in front of the east gate"
"01071","이마가 두드러진 얼굴","a face with a prominent forehead"
"01072","돈 낭비가 심했어","The waste of money was severe."
"01073","인터넷 서비스 공급자","internet service provider"
"01074","음식에 식초를 쳤어","I added vinegar to the food."
"01075","상담하는 역을 맡습니다","I take the role of counselor."
"01076","교통 카드를 충전합니다","I recharge the transit card."
"01077","두 팔을 힘차게 내저어","I swing both arms vigorously."
"01078","난데없는 아우성 소리","a sudden outcry"
"01079","아기자기했던 학창 시절","those quaint school days"
"01080","장거리를 운행하는 화물차","a long-haul freight truck"
"01081","요번에는 네 차례였습니다","This time it was your turn."
"01082","벌에 쐬어 손이 퉁퉁 부어요","My hand swells up from a bee sting."
"01083","그의 주관은 뚜렷했습니다","His convictions were clear."
"01084","붉은빛이 도는 사과","an apple with a reddish tinge"
"01086","밥알이 동동 떠요.","Rice grains float on the surface."
"01087","깊은 강물에 무모하게 뛰어들어요.","They recklessly jump into the deep river."
"01088","합의의 결과가 보입니다.","The result of the agreement is visible."
"01089","계급장을 군복에 부착해.","Attach the rank insignia to the uniform."
"01090","기꺼이 함께 가 주었습니다.","I gladly went along with them."
"01091","목동이 소를 몰고 왔어요.","The shepherd drove the cattle back."
"01092","가뭄 피해 지역의 복구","restoration of drought-stricken areas"
"01093","아기에게 모유를 먹여.","Feed the baby breast milk."
"01094","이런 병에는 어떤 약도 소용없어요.","No medicine works for this kind of illness."
"01095","일이 없어 한가해요.","I'm idle because there's no work."
"01096","식구들이 방을 따로따로 썼어.","The family members used separate rooms."
"01097","대학 병원 의료진","the medical staff of a university hospital"
"01098","그와 대적할 사람이 없었어요.","There was no one to confront him."
"01099","말발굽에 징을 박았어.","We nailed studs into the horse's hooves."
"01101","초보자치고는 괜찮은 솜씬데?","That's pretty good for a beginner, isn't it?"
"01102","입에 재갈을 물렸어요.","I put a bit in its mouth."
"01103","고양이 발톱에 할퀴였어.","I got scratched by a cat's claws."
"01104","아무튼, 불행 중 다행이었어요.","Anyway, it was a blessing in disguise."
"01105","외모가 번듯한 기와집들","fine-looking tile-roofed houses"
"01106","독서 열풍이 일어요.","A reading boom is sweeping through."
"01108","묻는 말에 순순히 대답했습니다.","I answered the questions readily."
"01109","지구촌 구석구석을 돌아다녔어요.","I traveled all around the world."
"01110","식칼로 감자를 썰었어요.","I sliced potatoes with a kitchen knife."
"01111","생존 경쟁에서 살아남아.","Survive in the struggle for survival."
"01112","술잔에 술을 가득 따라 마셔요.","I pour a full glass and drink it."
"01113","이뤄질 수 없는 꿈","an unattainable dream"
"01114","기차가 연착할 듯합니다.","It looks like the train will be delayed."
"01116","오래된 방에 곰팡이가 피어.","Mold grows in the old room."
"01117","그는 해외로 도피 여행을 떠났어.","He left overseas to flee."
"01118","그는 일을 합리적으로 진행했어요.","He handled the work rationally."
"01119","얼굴이 야하게 생겨.","Their face looks suggestive."
"01120","방문을 닫고 나와라","Close the door and come out."
"01122","유감의 뜻을 표합니다.","I express my regret."
"01123","바삐 일손을 놀려.","Keep your hands busy at work."
"01124","닥치는 대로 먹었어요.","I ate whatever was in front of me."
"01125","그는 지금 교도소에 수감 중이었어.","He was incarcerated in prison at the time."
"01126","그는 여전히 성실해요.","He is still diligent."
"01128","인공 지능 기술의 활용 사례","use cases of artificial intelligence technology"
"01129","친구를 적으로 알아.","Mistake a friend for an enemy."
"01130","텁텁한 막걸리 맛","the thick, rough taste of makgeolli"
"01131","제방 공사를 완성했어요.","They completed the embankment construction."
"01132","일신의 안락을 꾀했어.","He sought his own comfort."
"01133","장시간에 걸쳐 토의했습니다.","We discussed it for a long time."
"01134","못살게 굴지 마라","Don't be so mean."
"01135","진흙 팩을 얼굴에 발랐어.","I applied a mud pack to my face."
"01136","일동 차렷. 국기에 대하여 경례!","Attention, everyone. Salute the flag!"
"01137","밉지도 곱지도 않은 얼굴","a face that's neither likable nor hateful"
"01138","나쁜 습관을 고쳤어요.","I fixed my bad habits."
"01140","은행 접수 마감 시간이 다 돼.","The bank application deadline is here."
"01141","시내버스 노선의 조정","adjustment of city bus routes"
"01142","거실에 소파를 놓습니다.","I place a sofa in the living room."
"01143","그는 정중히 자기소개를 했습니다.","He politely introduced himself."
"01145","서방의 자유 진영","the Western free bloc"
"01146","공사가 완만하게 진행돼.","The construction proceeds smoothly."
"01148","차량 통행을 제한해요.","We restrict vehicle traffic."
"01149","비는 사흘 동안 계속됐어요.","The rain continued for three days."
"01150","양심의 가책을 받습니다.","I feel pangs of conscience."
"01153","어마어마하게 큰 집","an enormous house"
"01154","법원에 선처를 애원합니다.","I plead for leniency from the court."
"01155","손잡이가 달린 컵","a cup with a handle"
"01157","쌀이 똑 떨어졌어.","We ran out of rice completely."
"01158","며칠째 설사가 멈추지 않습니다.","The diarrhea hasn't stopped for days."
"01159","다음 단계에 배울 내용은 뭐지?","What will we learn in the next stage?"
"01160","남의 일에 참견해요.","I meddle in other people's affairs."
"01161","그는 도덕에 어긋난 행동을 했습니다.","He committed immoral behavior."
"01162","그 집은 형제간에 화합이 잘됐습니다.","In that family, the siblings got along well."
"01164","축하 파티를 열었어요.","We held a celebration party."
"01165","손님을 따 버렸어요.","I turned the customer away."
"01166","벌써 10년의 세월이 흘러.","Ten years have already passed."
"01167","아, 추워. 담요 좀 가져다줘","Ah, it's cold. Bring me a blanket."
"01168","남에게 밥을 구걸해요.","I beg others for food."
"01169","이 모임의 사회를 소개했습니다.","I introduced the MC of this gathering."
"01170","이 그림은 아주 우습습니다.","This picture is very funny."
"01171","이 고무줄은 신축이 잘돼.","This rubber band stretches well."
"01172","나는 요즘 시간이 남아돌아.","I have lots of free time these days."
"01173","연료의 배송을 마쳐요.","We finish the fuel delivery."
"01174","점심으로 초밥을 먹었습니다.","I ate sushi for lunch."
"01175","너 누구한테 반말이야?","Who are you talking to so casually?"
"01176","수습 딱지를 뗐어요.","I removed the trainee sticker."
"01177","신문사에 기자로 취직합니다.","I get a job as a reporter at a newspaper."
"01178","한 걸음 성큼 나섰어.","I stepped forward with a big stride."
"01179","학자금을 대 줘.","Cover the tuition."
"01180","외국에 신사를 파견했어.","We dispatched a gentleman abroad."
"01181","회장 후보로 지목된 사람","the person nominated as a chairman candidate"
"01182","게으른 사람이 성공하는 것 봤어?","Have you seen a lazy person succeed?"
"01183","우리 집 참외 맛이 꿀맛이었습니다.","The taste of our melons was like honey."
"01184","연인 관계를 끝장내.","Put an end to the relationship."
"01186","하늘에서 재앙을 내렸어요.","Heaven sent down a disaster."
"01187","산사태 우려 지역","a landslide-prone area"
"01188","꽃병에 꽂혀 있는 붉은 장미","a red rose in a vase"
"01189","무면허로 운전을 해요.","I drive without a license."
"01190","남북 관계의 먹구름","dark clouds over inter-Korean relations"
"01191","비상사태에 대한 대비","preparations for an emergency"
"01192","왕릉을 파헤쳐 유물을 도굴해.","Loot relics by digging up the royal tomb."
"01193","전몰 군경 유가족","families of soldiers and police killed in action"
"01194","폐식용유를 재생한 무공해 비누","non-polluting soap made from recycled waste cooking oil"
"01195","그것과 이것은 별개 문제예요.","That and this are separate issues."
"01196","어머, 눈이 오네","Oh my, it's snowing."
"01197","사실 관계 확인을 요청합니다.","I request verification of the facts."
"01198","눈앞이 빙빙 돌아요.","Everything spins before my eyes."
"01199","물가 오름세가 계속되고 있었습니다.","The rise in prices was continuing."
"01201","창사 50주년 기념일","the 50th anniversary of the company's founding"
"01202","신전에 재산을 정리했어.","I sorted out the property at the temple."
"01203","공항에 마중 나가.","I go to the airport to pick someone up."
"01204","창가에 커튼이 드리워요.","Curtains drape by the window."
"01206","왕의 적자에게 왕권을 물려줘.","I pass the royal authority to the king's legitimate son."
"01207","하늘에 별이 무수히 반짝였어.","Countless stars twinkled in the sky."
